DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1FIPS,ADM1FIPSNA,ADM1SALBNA,ADM1SALBCO,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,ID_0,ISO,NAME_0,ID_1,NAME_1,TYPE_1,ENGTYPE_1,NL_NAME_1,VARNAME_1
CI201200000171,CI,2012.000000,171.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,U,5.212804,-3.733471,9999.000000,7.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000172,CI,2012.000000,172.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.054446,-6.636177,9999.000000,296.000000,WGS84,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,
CI201200000173,CI,2012.000000,173.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.493267,-5.459961,9999.000000,369.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000175,CI,2012.000000,175.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,7.203104,-5.280529,9999.000000,217.000000,WGS84,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,
CI201200000177,CI,2012.000000,177.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,U,5.413410,-3.032548,9999.000000,99.000000,WGS84,57,CIV,Côte d'Ivoire,16,Sud-Comoé,Région,Region,,
CI201200000178,CI,2012.000000,178.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,U,8.274536,-7.690936,9999.000000,497.000000,WGS84,57,CIV,Côte d'Ivoire,2,Bafing,Région,Region,,
CI201200000179,CI,2012.000000,179.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,R,5.664230,-3.744648,9999.000000,79.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000180,CI,2012.000000,180.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,U,6.861869,-6.443716,9999.000000,277.000000,WGS84,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur
CI201200000181,CI,2012.000000,181.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.080929,-5.749752,9999.000000,333.000000,WGS84,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,
CI201200000182,CI,2012.000000,182.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,R,7.534428,-6.324349,9999.000000,270.000000,WGS84,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur
CI201200000183,CI,2012.000000,183.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,U,6.728799,-3.492422,9999.000000,182.000000,WGS84,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central
CI201200000184,CI,2012.000000,184.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,6.381441,-3.345859,9999.000000,135.000000,WGS84,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central
CI201200000185,CI,2012.000000,185.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,5.002555,-6.567861,9999.000000,56.000000,WGS84,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur
CI201200000187,CI,2012.000000,187.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,U,7.417962,-6.062225,9999.000000,206.000000,WGS84,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,
CI201200000188,CI,2012.000000,188.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,R,7.456828,-7.494493,9999.000000,422.000000,WGS84,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,
CI201200000189,CI,2012.000000,189.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,U,7.963135,-6.661925,9999.000000,340.000000,WGS84,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,
CI201200000190,CI,2012.000000,190.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.869862,-6.687437,9999.000000,355.000000,WGS84,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,
CI201200000191,CI,2012.000000,191.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,U,4.949658,-6.097641,9999.000000,10.000000,WGS84,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur
CI201200000192,CI,2012.000000,192.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,7.235611,-3.766479,9999.000000,200.000000,WGS84,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,
CI201200000193,CI,2012.000000,193.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.205372,-5.706714,9999.000000,349.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000194,CI,2012.000000,194.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.356009,-4.049525,9999.000000,39.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000195,CI,2012.000000,195.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.496604,-7.168633,9999.000000,308.000000,WGS84,57,CIV,Côte d'Ivoire,2,Bafing,Région,Region,,
CI201200000196,CI,2012.000000,196.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,5.398599,-6.302940,9999.000000,76.000000,WGS84,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur
CI201200000197,CI,2012.000000,197.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,U,8.032071,-2.799527,9999.000000,353.000000,WGS84,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,
CI201200000198,CI,2012.000000,198.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.960457,-6.622114,9999.000000,400.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000199,CI,2012.000000,199.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,R,8.719801,-5.444276,9999.000000,354.000000,WGS84,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,
CI201200000200,CI,2012.000000,200.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,U,6.725115,-3.482726,9999.000000,193.000000,WGS84,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central
CI201200000201,CI,2012.000000,201.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,5.087417,-6.838003,9999.000000,73.000000,WGS84,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur
CI201200000202,CI,2012.000000,202.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,7.659092,-4.341436,9999.000000,142.000000,WGS84,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,
CI201200000203,CI,2012.000000,203.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,U,5.503938,-4.049920,9999.000000,83.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000204,CI,2012.000000,204.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GAZ,R,7.765930,-5.186091,9999.000000,358.000000,WGS84,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,
CI201200000205,CI,2012.000000,205.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,U,6.989938,-5.729547,9999.000000,213.000000,WGS84,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,
CI201200000207,CI,2012.000000,207.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,U,4.776960,-6.664161,9999.000000,20.000000,WGS84,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur
CI201200000208,CI,2012.000000,208.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,U,6.508881,-6.263919,9999.000000,254.000000,WGS84,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur
CI201200000209,CI,2012.000000,209.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,7.935960,-3.946730,9999.000000,169.000000,WGS84,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,
CI201200000210,CI,2012.000000,210.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.338435,-4.058821,9999.000000,47.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000211,CI,2012.000000,211.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,U,6.654352,-4.714958,9999.000000,97.000000,WGS84,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,
CI201200000212,CI,2012.000000,212.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,R,6.449306,-7.539767,9999.000000,254.000000,WGS84,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,
CI201200000213,CI,2012.000000,213.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,6.765132,-3.295243,9999.000000,169.000000,WGS84,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central
CI201200000214,CI,2012.000000,214.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,U,7.699964,-5.044763,9999.000000,359.000000,WGS84,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,
CI201200000215,CI,2012.000000,215.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,9.011084,-7.218653,9999.000000,320.000000,WGS84,57,CIV,Côte d'Ivoire,4,Denguélé,Région,Region,,
CI201200000216,CI,2012.000000,216.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.273471,-8.166579,9999.000000,519.000000,WGS84,57,CIV,Côte d'Ivoire,2,Bafing,Région,Region,,
CI201200000217,CI,2012.000000,217.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.244854,-3.927851,9999.000000,0.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000218,CI,2012.000000,218.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,U,7.264673,-8.156331,9999.000000,347.000000,WGS84,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,
CI201200000219,CI,2012.000000,219.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,7.554265,-2.987620,9999.000000,193.000000,WGS84,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,
CI201200000220,CI,2012.000000,220.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,R,6.475356,-7.197594,9999.000000,246.000000,WGS84,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,
CI201200000221,CI,2012.000000,221.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.411858,-4.005900,9999.000000,116.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000222,CI,2012.000000,222.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,U,7.389825,-7.344296,9999.000000,322.000000,WGS84,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,
CI201200000223,CI,2012.000000,223.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,6.497424,-3.615884,9999.000000,132.000000,WGS84,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central
CI201200000224,CI,2012.000000,224.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,U,5.354109,-3.888633,9999.000000,7.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000226,CI,2012.000000,226.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,R,6.569395,-8.033905,9999.000000,266.000000,WGS84,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,
CI201200000227,CI,2012.000000,227.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,7.468882,-3.223689,9999.000000,171.000000,WGS84,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,
CI201200000228,CI,2012.000000,228.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.341960,-4.032100,9999.000000,5.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000230,CI,2012.000000,230.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,R,5.928369,-4.521751,9999.000000,84.000000,WGS84,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi
CI201200000231,CI,2012.000000,231.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.309652,-3.960583,9999.000000,4.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000232,CI,2012.000000,232.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,R,5.569178,-4.877746,9999.000000,21.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000233,CI,2012.000000,233.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,5.958560,-6.592878,9999.000000,197.000000,WGS84,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur
CI201200000234,CI,2012.000000,234.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,U,9.441121,-5.630476,9999.000000,369.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000235,CI,2012.000000,235.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,R,6.767448,-7.417994,9999.000000,253.000000,WGS84,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,
CI201200000236,CI,2012.000000,236.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,U,9.453886,-5.604196,9999.000000,364.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000237,CI,2012.000000,237.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.422730,-4.007416,9999.000000,108.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000238,CI,2012.000000,238.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,R,5.311172,-4.760943,9999.000000,51.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000239,CI,2012.000000,239.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.292448,-4.003753,9999.000000,4.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000240,CI,2012.000000,240.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,7.995453,-6.882433,9999.000000,296.000000,WGS84,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,
CI201200000241,CI,2012.000000,241.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,U,6.108284,-3.844502,9999.000000,98.000000,WGS84,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi
CI201200000242,CI,2012.000000,242.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,7.204627,-3.101917,9999.000000,243.000000,WGS84,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,
CI201200000243,CI,2012.000000,243.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,U,7.706786,-5.041907,9999.000000,351.000000,WGS84,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,
CI201200000244,CI,2012.000000,244.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,10.089082,-5.904217,9999.000000,369.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000245,CI,2012.000000,245.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,6.285448,-3.359176,9999.000000,172.000000,WGS84,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central
CI201200000246,CI,2012.000000,246.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,5.009958,-6.705007,9999.000000,61.000000,WGS84,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur
CI201200000247,CI,2012.000000,247.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,U,7.967487,-6.661751,9999.000000,333.000000,WGS84,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,
CI201200000248,CI,2012.000000,248.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,U,7.038699,-3.968674,9999.000000,191.000000,WGS84,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,
CI201200000249,CI,2012.000000,249.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,8.421511,-3.486115,9999.000000,348.000000,WGS84,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,
CI201200000250,CI,2012.000000,250.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.623585,-5.138459,9999.000000,350.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000251,CI,2012.000000,251.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,U,6.734271,-3.497530,9999.000000,196.000000,WGS84,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central
CI201200000252,CI,2012.000000,252.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.293828,-3.956722,9999.000000,3.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000253,CI,2012.000000,253.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,6.782628,-3.952818,9999.000000,188.000000,WGS84,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,
CI201200000254,CI,2012.000000,254.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GAZ,R,7.520663,-5.609605,9999.000000,208.000000,WGS84,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,
CI201200000255,CI,2012.000000,255.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,U,8.767830,-5.685546,9999.000000,321.000000,WGS84,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,
CI201200000256,CI,2012.000000,256.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,7.693928,-3.516755,9999.000000,176.000000,WGS84,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,
CI201200000257,CI,2012.000000,257.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,R,7.358790,-6.848603,9999.000000,264.000000,WGS84,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur
CI201200000258,CI,2012.000000,258.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,7.425796,-4.664870,9999.000000,212.000000,WGS84,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,
CI201200000259,CI,2012.000000,259.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,U,9.472905,-5.614804,9999.000000,358.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000260,CI,2012.000000,260.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.363347,-4.088067,9999.000000,77.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000261,CI,2012.000000,261.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,R,5.209151,-3.301086,9999.000000,12.000000,WGS84,57,CIV,Côte d'Ivoire,16,Sud-Comoé,Région,Region,,
