DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1FIPS,ADM1FIPSNA,ADM1SALBNA,ADM1SALBCO,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,VARNAME_3,NL_NAME_3,HASC_3,TYPE_3,ENGTYPE_3,VALIDFR_3,VALIDTO_3,REMARKS_3,Shape_Leng,Shape_Area
SN201200000066,SN,2012.00000000000,66.00000000000,SG,SG10,Kaolack,NULL,NULL,6.00000000000,Kaolack,3.00000000000,Centre,CEN,R,13.87264291800,-16.09675764600,9999.00000000000,26.00000000000,WGS84,194,SEN,Senegal,2634,Kaolack,31087,Kaolack,92488,Ndiedieng,,,,Arrondissment,Arrondissement,Unknown,Present,,1.18266136233,0.05167861626
SN201200000067,SN,2012.00000000000,67.00000000000,SG,SG10,Kaolack,NULL,NULL,6.00000000000,Kaolack,3.00000000000,Centre,CEN,R,14.22144670200,-16.31818646500,9999.00000000000,11.00000000000,WGS84,194,SEN,Senegal,2634,Kaolack,31087,Kaolack,92487,Gandiaye,,,,Arrondissment,Arrondissement,Unknown,Present,,1.12008520074,0.04309680163
SN201200000068,SN,2012.00000000000,68.00000000000,SG,SG10,Kaolack,NULL,NULL,6.00000000000,Kaolack,3.00000000000,Centre,CEN,U,14.17871077500,-16.05605134400,9999.00000000000,14.00000000000,WGS84,194,SEN,Senegal,2633,Fatick,31085,Gossas,92481,Kahone,,,,Arrondissment,Arrondissement,Unknown,Present,,1.00189287405,0.05943454497
SN201200000069,SN,2012.00000000000,69.00000000000,SG,SG10,Kaolack,NULL,NULL,6.00000000000,Kaolack,3.00000000000,Centre,CEN,U,14.14825842000,-16.07881700000,9999.00000000000,11.00000000000,WGS84,194,SEN,Senegal,2634,Kaolack,31087,Kaolack,92487,Gandiaye,,,,Arrondissment,Arrondissement,Unknown,Present,,1.12008520074,0.04309680163
SN201200000070,SN,2012.00000000000,70.00000000000,SG,SG10,Kaolack,NULL,NULL,6.00000000000,Kaolack,3.00000000000,Centre,CEN,U,14.16442515300,-16.10242253400,9999.00000000000,7.00000000000,WGS84,194,SEN,Senegal,2634,Kaolack,31087,Kaolack,92487,Gandiaye,,,,Arrondissment,Arrondissement,Unknown,Present,,1.12008520074,0.04309680163
SN201200000071,SN,2012.00000000000,71.00000000000,SG,SG10,Kaolack,NULL,NULL,6.00000000000,Kaolack,3.00000000000,Centre,CEN,U,14.16612296300,-16.07368184600,9999.00000000000,7.00000000000,WGS84,194,SEN,Senegal,2634,Kaolack,31087,Kaolack,92487,Gandiaye,,,,Arrondissment,Arrondissement,Unknown,Present,,1.12008520074,0.04309680163
SN201200000072,SN,2012.00000000000,72.00000000000,SG,SG10,Kaolack,NULL,NULL,6.00000000000,Kaolack,3.00000000000,Centre,CEN,U,14.15604074000,-16.06462185400,9999.00000000000,10.00000000000,WGS84,194,SEN,Senegal,2634,Kaolack,31087,Kaolack,92487,Gandiaye,,,,Arrondissment,Arrondissement,Unknown,Present,,1.12008520074,0.04309680163
SN201200000073,SN,2012.00000000000,73.00000000000,SG,SG10,Kaolack,NULL,NULL,6.00000000000,Kaolack,3.00000000000,Centre,CEN,U,13.91140677700,-15.94102919300,9999.00000000000,24.00000000000,WGS84,194,SEN,Senegal,2634,Kaolack,31087,Kaolack,92489,Ndoffane,,,,Arrondissment,Arrondissement,Unknown,Present,,1.18164365934,0.06189191986
SN201200000074,SN,2012.00000000000,74.00000000000,SG,SG10,Kaolack,NULL,NULL,6.00000000000,Kaolack,3.00000000000,Centre,CEN,R,13.62853899900,-15.72951694500,9999.00000000000,11.00000000000,WGS84,194,SEN,Senegal,2634,Kaolack,31088,Nioro-Du-Rip,92491,Paoskoto,,,,Arrondissment,Arrondissement,Unknown,Present,,1.22468589973,0.08132194101
SN201200000075,SN,2012.00000000000,75.00000000000,SG,SG10,Kaolack,NULL,NULL,6.00000000000,Kaolack,3.00000000000,Centre,CEN,R,13.79553279400,-15.81243641500,9999.00000000000,23.00000000000,WGS84,194,SEN,Senegal,2634,Kaolack,31088,Nioro-Du-Rip,92491,Paoskoto,,,,Arrondissment,Arrondissement,Unknown,Present,,1.22468589973,0.08132194101
SN201200000076,SN,2012.00000000000,76.00000000000,SG,SG10,Kaolack,NULL,NULL,6.00000000000,Kaolack,3.00000000000,Centre,CEN,R,13.72839110600,-15.89377574100,9999.00000000000,40.00000000000,WGS84,194,SEN,Senegal,2634,Kaolack,31088,Nioro-Du-Rip,92491,Paoskoto,,,,Arrondissment,Arrondissement,Unknown,Present,,1.22468589973,0.08132194101
SN201200000077,SN,2012.00000000000,77.00000000000,SG,SG10,Kaolack,NULL,NULL,6.00000000000,Kaolack,3.00000000000,Centre,CEN,R,13.78897578300,-16.07195497500,9999.00000000000,33.00000000000,WGS84,194,SEN,Senegal,2634,Kaolack,31088,Nioro-Du-Rip,92492,Wack Ngouna,,,,Arrondissment,Arrondissement,Unknown,Present,,1.11094543581,0.05813454585
SN201200000078,SN,2012.00000000000,78.00000000000,SG,SG17,Kedougou,NULL,NULL,13.00000000000,Kedougou,4.00000000000,Sud,CEN,R,12.50129620700,-12.37413935100,9999.00000000000,139.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31099,K�dougou,92530,Bandafassi,,,,Arrondissment,Arrondissement,Unknown,Present,,4.33498714738,0.47377694569
SN201200000079,SN,2012.00000000000,79.00000000000,SG,SG17,Kedougou,NULL,NULL,13.00000000000,Kedougou,4.00000000000,Sud,CEN,R,12.67932844700,-12.13593968600,9999.00000000000,115.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31099,K�dougou,92530,Bandafassi,,,,Arrondissment,Arrondissement,Unknown,Present,,4.33498714738,0.47377694569
SN201200000080,SN,2012.00000000000,80.00000000000,SG,SG17,Kedougou,NULL,NULL,13.00000000000,Kedougou,4.00000000000,Sud,CEN,R,12.46491838700,-12.00869085100,9999.00000000000,164.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31099,K�dougou,92531,Fongolimbi,,,,Arrondissment,Arrondissement,Unknown,Present,,2.55799619641,0.19887263151
SN201200000081,SN,2012.00000000000,81.00000000000,SG,SG17,Kedougou,NULL,NULL,13.00000000000,Kedougou,4.00000000000,Sud,CEN,U,12.55401544400,-12.17120588000,9999.00000000000,110.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31099,K�dougou,92531,Fongolimbi,,,,Arrondissment,Arrondissement,Unknown,Present,,2.55799619641,0.19887263151
SN201200000082,SN,2012.00000000000,82.00000000000,SG,SG17,Kedougou,NULL,NULL,13.00000000000,Kedougou,4.00000000000,Sud,CEN,U,12.55796991000,-12.18893273000,9999.00000000000,128.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31099,K�dougou,92530,Bandafassi,,,,Arrondissment,Arrondissement,Unknown,Present,,4.33498714738,0.47377694569
SN201200000083,SN,2012.00000000000,83.00000000000,SG,SG17,Kedougou,NULL,NULL,13.00000000000,Kedougou,4.00000000000,Sud,CEN,R,12.52728185900,-12.74012806000,9999.00000000000,86.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31099,K�dougou,92532,Salemata,,,,Arrondissment,Arrondissement,Unknown,Present,,2.48569217027,0.16672893527
SN201200000084,SN,2012.00000000000,84.00000000000,SG,SG17,Kedougou,NULL,NULL,13.00000000000,Kedougou,4.00000000000,Sud,CEN,R,12.57102408400,-12.86883375700,9999.00000000000,131.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31099,K�dougou,92532,Salemata,,,,Arrondissment,Arrondissement,Unknown,Present,,2.48569217027,0.16672893527
SN201200000085,SN,2012.00000000000,85.00000000000,SG,SG17,Kedougou,NULL,NULL,13.00000000000,Kedougou,4.00000000000,Sud,CEN,U,12.63829790200,-12.81530086900,9999.00000000000,86.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31099,K�dougou,92532,Salemata,,,,Arrondissment,Arrondissement,Unknown,Present,,2.48569217027,0.16672893527
SN201200000086,SN,2012.00000000000,86.00000000000,SG,SG17,Kedougou,NULL,NULL,13.00000000000,Kedougou,4.00000000000,Sud,CEN,R,13.09309078500,-12.12031485500,9999.00000000000,200.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31099,K�dougou,92533,Saraya,,,,Arrondissment,Arrondissement,Unknown,Present,,4.05937196574,0.56207594611
SN201200000087,SN,2012.00000000000,87.00000000000,SG,SG17,Kedougou,NULL,NULL,13.00000000000,Kedougou,4.00000000000,Sud,CEN,R,12.75156662900,-11.92758246000,9999.00000000000,142.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31099,K�dougou,92533,Saraya,,,,Arrondissment,Arrondissement,Unknown,Present,,4.05937196574,0.56207594611
SN201200000088,SN,2012.00000000000,88.00000000000,SG,SG11,Kolda,NULL,NULL,10.00000000000,Kolda,4.00000000000,Sud,CEN,R,12.95269409900,-15.04814386000,9999.00000000000,44.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31089,Kolda,92494,Dioulacolon,,,,Arrondissment,Arrondissement,Unknown,Present,,1.36881637079,0.09242165948
SN201200000089,SN,2012.00000000000,89.00000000000,SG,SG11,Kolda,NULL,NULL,10.00000000000,Kolda,4.00000000000,Sud,CEN,R,12.70562605500,-14.67745416300,9999.00000000000,43.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31089,Kolda,92493,Dabo,,,,Arrondissment,Arrondissement,Unknown,Present,,2.31512925311,0.20745801864
SN201200000090,SN,2012.00000000000,90.00000000000,SG,SG11,Kolda,NULL,NULL,10.00000000000,Kolda,4.00000000000,Sud,CEN,R,12.97137075600,-14.11865508300,9999.00000000000,39.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31089,Kolda,92493,Dabo,,,,Arrondissment,Arrondissement,Unknown,Present,,2.31512925311,0.20745801864
SN201200000091,SN,2012.00000000000,91.00000000000,SG,SG11,Kolda,NULL,NULL,10.00000000000,Kolda,4.00000000000,Sud,CEN,R,13.22319861700,-14.55459045200,9999.00000000000,41.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31089,Kolda,92495,Medina Yoro Foulah,,,,Arrondissment,Arrondissement,Unknown,Present,,2.99378744142,0.39401420017
SN201200000092,SN,2012.00000000000,92.00000000000,SG,SG11,Kolda,NULL,NULL,10.00000000000,Kolda,4.00000000000,Sud,CEN,U,12.89702607300,-14.92823590600,9999.00000000000,14.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31089,Kolda,92494,Dioulacolon,,,,Arrondissment,Arrondissement,Unknown,Present,,1.36881637079,0.09242165948
SN201200000093,SN,2012.00000000000,93.00000000000,SG,SG11,Kolda,NULL,NULL,10.00000000000,Kolda,4.00000000000,Sud,CEN,U,12.88826013600,-14.93033823200,9999.00000000000,15.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31089,Kolda,92494,Dioulacolon,,,,Arrondissment,Arrondissement,Unknown,Present,,1.36881637079,0.09242165948
SN201200000094,SN,2012.00000000000,94.00000000000,SG,SG11,Kolda,NULL,NULL,10.00000000000,Kolda,4.00000000000,Sud,CEN,U,12.89760937300,-14.93336994000,9999.00000000000,33.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31089,Kolda,92494,Dioulacolon,,,,Arrondissment,Arrondissement,Unknown,Present,,1.36881637079,0.09242165948
SN201200000095,SN,2012.00000000000,95.00000000000,SG,SG11,Kolda,NULL,NULL,10.00000000000,Kolda,4.00000000000,Sud,CEN,R,13.30794238000,-15.31260564700,9999.00000000000,38.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31089,Kolda,92495,Medina Yoro Foulah,,,,Arrondissment,Arrondissement,Unknown,Present,,2.99378744142,0.39401420017
SN201200000096,SN,2012.00000000000,96.00000000000,SG,SG11,Kolda,NULL,NULL,10.00000000000,Kolda,4.00000000000,Sud,CEN,R,13.04792866100,-13.86780916200,9999.00000000000,42.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31091,V�lingara,92501,Bonconto,,,,Arrondissment,Arrondissement,Unknown,Present,,3.04813421740,0.22824823843
SN201200000097,SN,2012.00000000000,97.00000000000,SG,SG11,Kolda,NULL,NULL,10.00000000000,Kolda,4.00000000000,Sud,CEN,R,13.17401141900,-13.77016946400,9999.00000000000,55.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31091,V�lingara,92501,Bonconto,,,,Arrondissment,Arrondissement,Unknown,Present,,3.04813421740,0.22824823843
SN201200000098,SN,2012.00000000000,98.00000000000,SG,SG11,Kolda,NULL,NULL,10.00000000000,Kolda,4.00000000000,Sud,CEN,R,13.08899662000,-14.22037245000,9999.00000000000,46.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31091,V�lingara,92502,Kounkane,,,,Arrondissment,Arrondissement,Unknown,Present,,1.74915760246,0.11969400923
SN201200000099,SN,2012.00000000000,99.00000000000,SG,SG11,Kolda,NULL,NULL,10.00000000000,Kolda,4.00000000000,Sud,CEN,R,13.09982793800,-14.01991568100,9999.00000000000,47.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31091,V�lingara,92502,Kounkane,,,,Arrondissment,Arrondissement,Unknown,Present,,1.74915760246,0.11969400923
SN201200000100,SN,2012.00000000000,100.00000000000,SG,SG11,Kolda,NULL,NULL,10.00000000000,Kolda,4.00000000000,Sud,CEN,R,12.69957408000,-13.94385078100,9999.00000000000,73.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31091,V�lingara,92503,Pakour,,,,Arrondissment,Arrondissement,Unknown,Present,,1.76899725251,0.09679655201
SN201200000101,SN,2012.00000000000,101.00000000000,SG,SG11,Kolda,NULL,NULL,10.00000000000,Kolda,4.00000000000,Sud,CEN,U,13.14066835900,-14.13648712200,9999.00000000000,42.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31091,V�lingara,92502,Kounkane,,,,Arrondissment,Arrondissement,Unknown,Present,,1.74915760246,0.11969400923
SN201200000102,SN,2012.00000000000,102.00000000000,SG,SG11,Kolda,NULL,NULL,10.00000000000,Kolda,4.00000000000,Sud,CEN,U,13.15284232700,-14.11978808900,9999.00000000000,45.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31091,V�lingara,92502,Kounkane,,,,Arrondissment,Arrondissement,Unknown,Present,,1.74915760246,0.11969400923
SN201200000103,SN,2012.00000000000,103.00000000000,SG,SG13,Louga,NULL,NULL,8.00000000000,Louga,1.00000000000,Nord,CEN,R,15.02403997400,-16.00544717300,9999.00000000000,49.00000000000,WGS84,194,SEN,Senegal,2636,Louga,31092,K�b�mer,92504,Darou Mousti,,,,Arrondissment,Arrondissement,Unknown,Present,,1.58050323524,0.13570603703
SN201200000104,SN,2012.00000000000,104.00000000000,SG,SG13,Louga,NULL,NULL,8.00000000000,Louga,1.00000000000,Nord,CEN,R,15.40751366600,-16.59846245500,9999.00000000000,45.00000000000,WGS84,194,SEN,Senegal,2636,Louga,31092,K�b�mer,92505,Ndande,,,,Arrondissment,Arrondissement,Unknown,Present,,1.70972998695,0.12173257088
SN201200000105,SN,2012.00000000000,105.00000000000,SG,SG13,Louga,NULL,NULL,8.00000000000,Louga,1.00000000000,Nord,CEN,R,15.34983806200,-16.10221325800,9999.00000000000,50.00000000000,WGS84,194,SEN,Senegal,2636,Louga,31092,K�b�mer,92506,Sagata,,,,Arrondissment,Arrondissement,Unknown,Present,,1.56845443597,0.07150855427
SN201200000106,SN,2012.00000000000,106.00000000000,SG,SG13,Louga,NULL,NULL,8.00000000000,Louga,1.00000000000,Nord,CEN,R,14.81536550800,-15.26214136600,9999.00000000000,37.00000000000,WGS84,194,SEN,Senegal,2636,Louga,31093,Lingu�re,92507,Barkedji,,,,Arrondissment,Arrondissement,Unknown,Present,,3.70237695047,0.69574511193
SN201200000107,SN,2012.00000000000,107.00000000000,SG,SG13,Louga,NULL,NULL,8.00000000000,Louga,1.00000000000,Nord,CEN,R,15.79002013900,-14.85125410800,9999.00000000000,51.00000000000,WGS84,194,SEN,Senegal,2636,Louga,31093,Lingu�re,92509,Dodji,,,,Arrondissment,Arrondissement,Unknown,Present,,3.13467677930,0.36597441004
SN201200000108,SN,2012.00000000000,108.00000000000,SG,SG13,Louga,NULL,NULL,8.00000000000,Louga,1.00000000000,Nord,CEN,R,15.15141064600,-15.45306534800,9999.00000000000,48.00000000000,WGS84,194,SEN,Senegal,2636,Louga,31093,Lingu�re,92508,Dahra,,,,Arrondissment,Arrondissement,Unknown,Present,,2.08169040926,0.25692305239
SN201200000109,SN,2012.00000000000,109.00000000000,SG,SG13,Louga,NULL,NULL,8.00000000000,Louga,1.00000000000,Nord,CEN,U,15.35695731200,-15.46512555500,9999.00000000000,43.00000000000,WGS84,194,SEN,Senegal,2636,Louga,31093,Lingu�re,92508,Dahra,,,,Arrondissment,Arrondissement,Unknown,Present,,2.08169040926,0.25692305239
SN201200000110,SN,2012.00000000000,110.00000000000,SG,SG13,Louga,NULL,NULL,8.00000000000,Louga,1.00000000000,Nord,CEN,U,15.40642422000,-15.12140085200,9999.00000000000,17.00000000000,WGS84,194,SEN,Senegal,2636,Louga,31093,Lingu�re,92509,Dodji,,,,Arrondissment,Arrondissement,Unknown,Present,,3.13467677930,0.36597441004
SN201200000111,SN,2012.00000000000,111.00000000000,SG,SG13,Louga,NULL,NULL,8.00000000000,Louga,1.00000000000,Nord,CEN,R,15.52842931600,-16.06049235500,9999.00000000000,48.00000000000,WGS84,194,SEN,Senegal,2636,Louga,31094,Louga,92512,Koki,,,,Arrondissment,Arrondissement,Unknown,Present,,1.17887846510,0.07203490450
SN201200000112,SN,2012.00000000000,112.00000000000,SG,SG13,Louga,NULL,NULL,8.00000000000,Louga,1.00000000000,Nord,CEN,R,15.88852700200,-15.89012630800,9999.00000000000,24.00000000000,WGS84,194,SEN,Senegal,2636,Louga,31094,Louga,92511,Keur Momar Sarr,,,,Arrondissment,Arrondissement,Unknown,Present,,2.27649119275,0.24109406957
SN201200000113,SN,2012.00000000000,113.00000000000,SG,SG13,Louga,NULL,NULL,8.00000000000,Louga,1.00000000000,Nord,CEN,R,15.56186843400,-16.17963435900,9999.00000000000,42.00000000000,WGS84,194,SEN,Senegal,2636,Louga,31094,Louga,92513,Mbediene,,,,Arrondissment,Arrondissement,Unknown,Present,,1.08274584098,0.06847177875
SN201200000114,SN,2012.00000000000,114.00000000000,SG,SG13,Louga,NULL,NULL,8.00000000000,Louga,1.00000000000,Nord,CEN,R,15.71614622800,-16.29471912800,9999.00000000000,32.00000000000,WGS84,194,SEN,Senegal,2636,Louga,31094,Louga,92514,Sakal,,,,Arrondissment,Arrondissement,Unknown,Present,,1.73449944970,0.09962213046
SN201200000115,SN,2012.00000000000,115.00000000000,SG,SG13,Louga,NULL,NULL,8.00000000000,Louga,1.00000000000,Nord,CEN,U,15.63199489500,-16.21745781700,9999.00000000000,42.00000000000,WGS84,194,SEN,Senegal,2636,Louga,31094,Louga,92513,Mbediene,,,,Arrondissment,Arrondissement,Unknown,Present,,1.08274584098,0.06847177875
SN201200000116,SN,2012.00000000000,116.00000000000,SG,SG13,Louga,NULL,NULL,8.00000000000,Louga,1.00000000000,Nord,CEN,U,15.61369392200,-16.22891069100,9999.00000000000,40.00000000000,WGS84,194,SEN,Senegal,2636,Louga,31094,Louga,92513,Mbediene,,,,Arrondissment,Arrondissement,Unknown,Present,,1.08274584098,0.06847177875
SN201200000117,SN,2012.00000000000,117.00000000000,SG,SG14,Matam,NULL,NULL,11.00000000000,Matam,1.00000000000,Nord,CEN,R,14.94821942800,-12.67136967100,9999.00000000000,58.00000000000,WGS84,194,SEN,Senegal,2637,Matam,31095,Matam,92517,Semme,,,,Arrondissment,Arrondissement,Unknown,Present,,2.58053452967,0.21391630764
SN201200000118,SN,2012.00000000000,118.00000000000,SG,SG14,Matam,NULL,NULL,11.00000000000,Matam,1.00000000000,Nord,CEN,R,15.48868543500,-13.09646054800,9999.00000000000,20.00000000000,WGS84,194,SEN,Senegal,2637,Matam,31095,Matam,92515,Kanel,,,,Arrondissment,Arrondissement,Unknown,Present,,3.68252886994,0.50505161097
SN201200000119,SN,2012.00000000000,119.00000000000,SG,SG14,Matam,NULL,NULL,11.00000000000,Matam,1.00000000000,Nord,CEN,U,15.36617985500,-13.14357117900,9999.00000000000,39.00000000000,WGS84,194,SEN,Senegal,2637,Matam,31095,Matam,92515,Kanel,,,,Arrondissment,Arrondissement,Unknown,Present,,3.68252886994,0.50505161097
SN201200000120,SN,2012.00000000000,120.00000000000,SG,SG14,Matam,NULL,NULL,11.00000000000,Matam,1.00000000000,Nord,CEN,U,15.48928843900,-13.17624195100,9999.00000000000,23.00000000000,WGS84,194,SEN,Senegal,2637,Matam,31095,Matam,92515,Kanel,,,,Arrondissment,Arrondissement,Unknown,Present,,3.68252886994,0.50505161097
SN201200000121,SN,2012.00000000000,121.00000000000,SG,SG14,Matam,NULL,NULL,11.00000000000,Matam,1.00000000000,Nord,CEN,R,16.10540875900,-13.62405246400,9999.00000000000,16.00000000000,WGS84,194,SEN,Senegal,2637,Matam,31095,Matam,92518,Thilogne,,,,Arrondissment,Arrondissement,Unknown,Present,,2.06518749267,0.16756345323
SN201200000122,SN,2012.00000000000,122.00000000000,SG,SG14,Matam,NULL,NULL,11.00000000000,Matam,1.00000000000,Nord,CEN,R,15.87552017800,-13.57465016600,9999.00000000000,47.00000000000,WGS84,194,SEN,Senegal,2637,Matam,31095,Matam,92518,Thilogne,,,,Arrondissment,Arrondissement,Unknown,Present,,2.06518749267,0.16756345323
SN201200000123,SN,2012.00000000000,123.00000000000,SG,SG14,Matam,NULL,NULL,11.00000000000,Matam,1.00000000000,Nord,CEN,R,15.88114105400,-13.33737722100,9999.00000000000,21.00000000000,WGS84,194,SEN,Senegal,2637,Matam,31095,Matam,92516,Ourossogui,,,,Arrondissment,Arrondissement,Unknown,Present,,5.67226852369,1.22397049667
SN201200000124,SN,2012.00000000000,124.00000000000,SG,SG14,Matam,NULL,NULL,11.00000000000,Matam,1.00000000000,Nord,CEN,R,15.70739371900,-13.28940794100,9999.00000000000,25.00000000000,WGS84,194,SEN,Senegal,2637,Matam,31095,Matam,92516,Ourossogui,,,,Arrondissment,Arrondissement,Unknown,Present,,5.67226852369,1.22397049667
SN201200000125,SN,2012.00000000000,125.00000000000,SG,SG14,Matam,NULL,NULL,11.00000000000,Matam,1.00000000000,Nord,CEN,R,15.51707870400,-13.26947175100,9999.00000000000,29.00000000000,WGS84,194,SEN,Senegal,2637,Matam,31095,Matam,92516,Ourossogui,,,,Arrondissment,Arrondissement,Unknown,Present,,5.67226852369,1.22397049667
SN201200000127,SN,2012.00000000000,127.00000000000,SG,SG14,Matam,NULL,NULL,11.00000000000,Matam,1.00000000000,Nord,CEN,U,15.59650602000,-13.32315190300,9999.00000000000,26.00000000000,WGS84,194,SEN,Senegal,2637,Matam,31095,Matam,92516,Ourossogui,,,,Arrondissment,Arrondissement,Unknown,Present,,5.67226852369,1.22397049667
SN201200000128,SN,2012.00000000000,128.00000000000,SG,SG14,Matam,NULL,NULL,11.00000000000,Matam,1.00000000000,Nord,CEN,R,15.21817990100,-13.76527756200,9999.00000000000,31.00000000000,WGS84,194,SEN,Senegal,2637,Matam,31095,Matam,92516,Ourossogui,,,,Arrondissment,Arrondissement,Unknown,Present,,5.67226852369,1.22397049667
SN201200000129,SN,2012.00000000000,129.00000000000,SG,SG14,Matam,NULL,NULL,11.00000000000,Matam,1.00000000000,Nord,CEN,R,14.63294807500,-14.75105387000,9999.00000000000,38.00000000000,WGS84,194,SEN,Senegal,2636,Louga,31093,Lingu�re,92507,Barkedji,,,,Arrondissment,Arrondissement,Unknown,Present,,3.70237695047,0.69574511193
SN201200000130,SN,2012.00000000000,130.00000000000,SG,SG14,Saint-Louis,NULL,NULL,4.00000000000,Saint-Louis,1.00000000000,Nord,CEN,U,16.58060537000,-15.46085392000,9999.00000000000,8.00000000000,WGS84,194,SEN,Senegal,2638,Saint-Louis,31096,Dagana,92519,Mbane,,,,Arrondissment,Arrondissement,Unknown,Present,,2.13075001079,0.19807914236
SN201200000131,SN,2012.00000000000,131.00000000000,SG,SG14,Saint-Louis,NULL,NULL,4.00000000000,Saint-Louis,1.00000000000,Nord,CEN,R,16.49992197700,-15.86475348900,9999.00000000000,8.00000000000,WGS84,194,SEN,Senegal,2638,Saint-Louis,31096,Dagana,92521,Ross-Bethio,,,,Arrondissment,Arrondissement,Unknown,Present,,2.37946116167,0.26145599121
SN201200000132,SN,2012.00000000000,132.00000000000,SG,SG14,Saint-Louis,NULL,NULL,4.00000000000,Saint-Louis,1.00000000000,Nord,CEN,R,16.40531389200,-16.07412283200,9999.00000000000,4.00000000000,WGS84,194,SEN,Senegal,2638,Saint-Louis,31096,Dagana,92521,Ross-Bethio,,,,Arrondissment,Arrondissement,Unknown,Present,,2.37946116167,0.26145599121
SN201200000133,SN,2012.00000000000,133.00000000000,SG,SG14,Saint-Louis,NULL,NULL,4.00000000000,Saint-Louis,1.00000000000,Nord,CEN,U,16.47415675100,-15.68516128800,9999.00000000000,12.00000000000,WGS84,194,SEN,Senegal,2638,Saint-Louis,31096,Dagana,92519,Mbane,,,,Arrondissment,Arrondissement,Unknown,Present,,2.13075001079,0.19807914236
