DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1FIPS,ADM1FIPSNA,ADM1SALBNA,ADM1SALBCO,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,VARNAME_3,NL_NAME_3,HASC_3,TYPE_3,ENGTYPE_3,VALIDFR_3,VALIDTO_3,REMARKS_3,Shape_Leng,Shape_Area
SN201200000134,SN,2012.00000000000,134.00000000000,SG,SG14,Saint-Louis,NULL,NULL,4.00000000000,Saint-Louis,1.00000000000,Nord,CEN,R,16.22461168900,-14.03415948300,9999.00000000000,19.00000000000,WGS84,194,SEN,Senegal,2638,Saint-Louis,31097,Podor,92522,Cas-Cas,,,,Arrondissment,Arrondissement,Unknown,Present,,2.42860001698,0.27200701225
SN201200000135,SN,2012.00000000000,135.00000000000,SG,SG14,Saint-Louis,NULL,NULL,4.00000000000,Saint-Louis,1.00000000000,Nord,CEN,R,16.52241059200,-14.43168710200,9999.00000000000,6.00000000000,WGS84,194,SEN,Senegal,2638,Saint-Louis,31097,Podor,92523,Ndioum,,,,Arrondissment,Arrondissement,Unknown,Present,,3.53121200851,0.34310178121
SN201200000136,SN,2012.00000000000,136.00000000000,SG,SG14,Saint-Louis,NULL,NULL,4.00000000000,Saint-Louis,1.00000000000,Nord,CEN,R,16.54528833100,-14.83931074600,9999.00000000000,2.00000000000,WGS84,194,SEN,Senegal,2638,Saint-Louis,31097,Podor,92523,Ndioum,,,,Arrondissment,Arrondissement,Unknown,Present,,3.53121200851,0.34310178121
SN201200000137,SN,2012.00000000000,137.00000000000,SG,SG14,Saint-Louis,NULL,NULL,4.00000000000,Saint-Louis,1.00000000000,Nord,CEN,R,16.05149674100,-14.02125019800,9999.00000000000,28.00000000000,WGS84,194,SEN,Senegal,2638,Saint-Louis,31097,Podor,92524,Salde,,,,Arrondissment,Arrondissement,Unknown,Present,,2.27823367169,0.20113158983
SN201200000138,SN,2012.00000000000,138.00000000000,SG,SG14,Saint-Louis,NULL,NULL,4.00000000000,Saint-Louis,1.00000000000,Nord,CEN,R,16.38112104100,-15.15362204600,9999.00000000000,40.00000000000,WGS84,194,SEN,Senegal,2638,Saint-Louis,31097,Podor,92525,Thille Boubacar,,,,Arrondissment,Arrondissement,Unknown,Present,,2.32507085490,0.27280975241
SN201200000139,SN,2012.00000000000,139.00000000000,SG,SG14,Saint-Louis,NULL,NULL,4.00000000000,Saint-Louis,1.00000000000,Nord,CEN,U,16.25405845600,-14.09993905200,9999.00000000000,18.00000000000,WGS84,194,SEN,Senegal,2638,Saint-Louis,31097,Podor,92522,Cas-Cas,,,,Arrondissment,Arrondissement,Unknown,Present,,2.42860001698,0.27200701225
SN201200000140,SN,2012.00000000000,140.00000000000,SG,SG14,Saint-Louis,NULL,NULL,4.00000000000,Saint-Louis,1.00000000000,Nord,CEN,R,16.04844979100,-16.35060449000,9999.00000000000,4.00000000000,WGS84,194,SEN,Senegal,2638,Saint-Louis,31096,Dagana,92520,Rao,,,,Arrondissment,Arrondissement,Unknown,Present,,1.27045719108,0.07088694849
SN201200000141,SN,2012.00000000000,141.00000000000,SG,SG14,Saint-Louis,NULL,NULL,4.00000000000,Saint-Louis,1.00000000000,Nord,CEN,U,15.93009928900,-16.25683160200,9999.00000000000,11.00000000000,WGS84,194,SEN,Senegal,2638,Saint-Louis,31096,Dagana,92520,Rao,,,,Arrondissment,Arrondissement,Unknown,Present,,1.27045719108,0.07088694849
SN201200000142,SN,2012.00000000000,142.00000000000,SG,SG14,Saint-Louis,NULL,NULL,4.00000000000,Saint-Louis,1.00000000000,Nord,CEN,U,16.02692758100,-16.50436128000,9999.00000000000,6.00000000000,WGS84,194,SEN,Senegal,2638,Saint-Louis,31096,Dagana,92520,Rao,,,,Arrondissment,Arrondissement,Unknown,Present,,1.27045719108,0.07088694849
SN201200000143,SN,2012.00000000000,143.00000000000,SG,SG14,Saint-Louis,NULL,NULL,4.00000000000,Saint-Louis,1.00000000000,Nord,CEN,U,16.00933963400,-16.48843178000,9999.00000000000,5.00000000000,WGS84,194,SEN,Senegal,2638,Saint-Louis,31096,Dagana,92520,Rao,,,,Arrondissment,Arrondissement,Unknown,Present,,1.27045719108,0.07088694849
SN201200000144,SN,2012.00000000000,144.00000000000,SG,SG14,Saint-Louis,NULL,NULL,4.00000000000,Saint-Louis,1.00000000000,Nord,CEN,U,16.04431830100,-16.46020887600,9999.00000000000,3.00000000000,WGS84,194,SEN,Senegal,2638,Saint-Louis,31096,Dagana,92520,Rao,,,,Arrondissment,Arrondissement,Unknown,Present,,1.27045719108,0.07088694849
SN201200000145,SN,2012.00000000000,145.00000000000,SG,SG18,Sedhiou,NULL,NULL,14.00000000000,Sedhiou,4.00000000000,Sud,CEN,R,12.97950152600,-15.77698742900,9999.00000000000,7.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31090,S�dhiou,92496,Bounkiling,,,,Arrondissment,Arrondissement,Unknown,Present,,2.38627811197,0.23455687427
SN201200000146,SN,2012.00000000000,146.00000000000,SG,SG18,Sedhiou,NULL,NULL,14.00000000000,Sedhiou,4.00000000000,Sud,CEN,U,12.99506798900,-15.61031958200,9999.00000000000,23.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31090,S�dhiou,92496,Bounkiling,,,,Arrondissment,Arrondissement,Unknown,Present,,2.38627811197,0.23455687427
SN201200000147,SN,2012.00000000000,147.00000000000,SG,SG18,Sedhiou,NULL,NULL,14.00000000000,Sedhiou,4.00000000000,Sud,CEN,R,13.07501309800,-15.28857191800,9999.00000000000,16.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31090,S�dhiou,92496,Bounkiling,,,,Arrondissment,Arrondissement,Unknown,Present,,2.38627811197,0.23455687427
SN201200000148,SN,2012.00000000000,148.00000000000,SG,SG18,Sedhiou,NULL,NULL,14.00000000000,Sedhiou,4.00000000000,Sud,CEN,R,13.33673413000,-15.46868690800,9999.00000000000,44.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31090,S�dhiou,92496,Bounkiling,,,,Arrondissment,Arrondissement,Unknown,Present,,2.38627811197,0.23455687427
SN201200000149,SN,2012.00000000000,149.00000000000,SG,SG18,Sedhiou,NULL,NULL,14.00000000000,Sedhiou,4.00000000000,Sud,CEN,R,12.52951656800,-15.82558500800,9999.00000000000,8.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31090,S�dhiou,92497,Diattacounda,,,,Arrondissment,Arrondissement,Unknown,Present,,1.35428623547,0.06322792540
SN201200000150,SN,2012.00000000000,150.00000000000,SG,SG18,Sedhiou,NULL,NULL,14.00000000000,Sedhiou,4.00000000000,Sud,CEN,R,12.83560923600,-15.29964593100,9999.00000000000,12.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31090,S�dhiou,92500,Tanaff,,,,Arrondissment,Arrondissement,Unknown,Present,,1.38444920068,0.08743793468
SN201200000151,SN,2012.00000000000,151.00000000000,SG,SG18,Sedhiou,NULL,NULL,14.00000000000,Sedhiou,4.00000000000,Sud,CEN,R,12.66040332700,-15.46684293400,9999.00000000000,8.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31090,S�dhiou,92500,Tanaff,,,,Arrondissment,Arrondissement,Unknown,Present,,1.38444920068,0.08743793468
SN201200000152,SN,2012.00000000000,152.00000000000,SG,SG18,Sedhiou,NULL,NULL,14.00000000000,Sedhiou,4.00000000000,Sud,CEN,U,12.56737675200,-15.87923449700,9999.00000000000,20.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31090,S�dhiou,92497,Diattacounda,,,,Arrondissment,Arrondissement,Unknown,Present,,1.35428623547,0.06322792540
SN201200000153,SN,2012.00000000000,153.00000000000,SG,SG18,Sedhiou,NULL,NULL,14.00000000000,Sedhiou,4.00000000000,Sud,CEN,R,12.57546852200,-15.65779700000,9999.00000000000,18.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31090,S�dhiou,92498,Diende,,,,Arrondissment,Arrondissement,Unknown,Present,,2.58268940971,0.16327593260
SN201200000154,SN,2012.00000000000,154.00000000000,SG,SG18,Sedhiou,NULL,NULL,14.00000000000,Sedhiou,4.00000000000,Sud,CEN,R,12.69525611000,-15.80364837100,9999.00000000000,14.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31090,S�dhiou,92498,Diende,,,,Arrondissment,Arrondissement,Unknown,Present,,2.58268940971,0.16327593260
SN201200000155,SN,2012.00000000000,155.00000000000,SG,SG18,Sedhiou,NULL,NULL,14.00000000000,Sedhiou,4.00000000000,Sud,CEN,R,12.72442667500,-15.98634446600,9999.00000000000,18.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31090,S�dhiou,92499,Marsassoum,,,,Arrondissment,Arrondissement,Unknown,Present,,1.16971146585,0.05768153125
SN201200000156,SN,2012.00000000000,156.00000000000,SG,SG18,Sedhiou,NULL,NULL,14.00000000000,Sedhiou,4.00000000000,Sud,CEN,U,12.72367039000,-15.58333322800,9999.00000000000,14.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31090,S�dhiou,92498,Diende,,,,Arrondissment,Arrondissement,Unknown,Present,,2.58268940971,0.16327593260
SN201200000157,SN,2012.00000000000,157.00000000000,SG,SG18,Sedhiou,NULL,NULL,14.00000000000,Sedhiou,4.00000000000,Sud,CEN,U,12.71704146900,-15.55937527100,9999.00000000000,15.00000000000,WGS84,194,SEN,Senegal,2635,Kolda,31090,S�dhiou,92498,Diende,,,,Arrondissment,Arrondissement,Unknown,Present,,2.58268940971,0.16327593260
SN201200000158,SN,2012.00000000000,158.00000000000,SG,SG05,Tambacounda,NULL,NULL,5.00000000000,Tambacounda,4.00000000000,Sud,CEN,R,14.22249246800,-12.46335347200,9999.00000000000,97.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31098,Bakel,92529,Kidira,,,,Arrondissment,Arrondissement,Unknown,Present,,3.84774958733,0.42962371715
SN201200000159,SN,2012.00000000000,159.00000000000,SG,SG05,Tambacounda,NULL,NULL,5.00000000000,Tambacounda,4.00000000000,Sud,CEN,U,15.01742619100,-12.53454204000,9999.00000000000,30.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31098,Bakel,92527,Diawara,,,,Arrondissment,Arrondissement,Unknown,Present,,1.80417073720,0.11275693897
SN201200000160,SN,2012.00000000000,160.00000000000,SG,SG05,Tambacounda,NULL,NULL,5.00000000000,Tambacounda,4.00000000000,Sud,CEN,R,13.82279449300,-12.99557950600,9999.00000000000,41.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31098,Bakel,92526,Bala,,,,Arrondissment,Arrondissement,Unknown,Present,,4.58302589875,0.74351612154
SN201200000161,SN,2012.00000000000,161.00000000000,SG,SG05,Tambacounda,NULL,NULL,5.00000000000,Tambacounda,4.00000000000,Sud,CEN,R,14.33308080700,-13.42255805700,9999.00000000000,54.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31098,Bakel,92528,Goudiri,,,,Arrondissment,Arrondissement,Unknown,Present,,3.61623526716,0.58084289453
SN201200000162,SN,2012.00000000000,162.00000000000,SG,SG05,Tambacounda,NULL,NULL,5.00000000000,Tambacounda,4.00000000000,Sud,CEN,R,13.81786944000,-14.36964348900,9999.00000000000,50.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31100,Tambacounda,92534,Koumpentoum,,,,Arrondissment,Arrondissement,Unknown,Present,,3.19929882948,0.50858577411
SN201200000163,SN,2012.00000000000,163.00000000000,SG,SG05,Tambacounda,NULL,NULL,5.00000000000,Tambacounda,4.00000000000,Sud,CEN,R,14.53510999300,-14.58404508300,9999.00000000000,62.00000000000,WGS84,194,SEN,Senegal,2636,Louga,31093,Lingu�re,92507,Barkedji,,,,Arrondissment,Arrondissement,Unknown,Present,,3.70237695047,0.69574511193
SN201200000164,SN,2012.00000000000,164.00000000000,SG,SG05,Tambacounda,NULL,NULL,5.00000000000,Tambacounda,4.00000000000,Sud,CEN,R,13.66395734100,-14.72562216600,9999.00000000000,16.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31100,Tambacounda,92536,Makacolibantang,,,,Arrondissment,Arrondissement,Unknown,Present,,2.87027457241,0.21298046215
SN201200000165,SN,2012.00000000000,165.00000000000,SG,SG05,Tambacounda,NULL,NULL,5.00000000000,Tambacounda,4.00000000000,Sud,CEN,R,14.08035235700,-13.88244513800,9999.00000000000,29.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31100,Tambacounda,92535,Koussanar,,,,Arrondissment,Arrondissement,Unknown,Present,,2.74427183404,0.25941359250
SN201200000166,SN,2012.00000000000,166.00000000000,SG,SG05,Tambacounda,NULL,NULL,5.00000000000,Tambacounda,4.00000000000,Sud,CEN,R,13.72684370000,-14.11297838700,9999.00000000000,20.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31100,Tambacounda,92536,Makacolibantang,,,,Arrondissment,Arrondissement,Unknown,Present,,2.87027457241,0.21298046215
SN201200000167,SN,2012.00000000000,167.00000000000,SG,SG05,Tambacounda,NULL,NULL,5.00000000000,Tambacounda,4.00000000000,Sud,CEN,R,13.34525187800,-13.56932977600,9999.00000000000,26.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31100,Tambacounda,92537,Missirah,,,,Arrondissment,Arrondissement,Unknown,Present,,6.36713028408,0.69562975431
SN201200000168,SN,2012.00000000000,168.00000000000,SG,SG05,Tambacounda,NULL,NULL,5.00000000000,Tambacounda,4.00000000000,Sud,CEN,U,13.76782268500,-13.64764017900,9999.00000000000,54.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31100,Tambacounda,92535,Koussanar,,,,Arrondissment,Arrondissement,Unknown,Present,,2.74427183404,0.25941359250
SN201200000169,SN,2012.00000000000,169.00000000000,SG,SG05,Tambacounda,NULL,NULL,5.00000000000,Tambacounda,4.00000000000,Sud,CEN,U,13.77109442400,-13.65708595400,9999.00000000000,33.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31100,Tambacounda,92535,Koussanar,,,,Arrondissment,Arrondissement,Unknown,Present,,2.74427183404,0.25941359250
SN201200000170,SN,2012.00000000000,170.00000000000,SG,SG05,Tambacounda,NULL,NULL,5.00000000000,Tambacounda,4.00000000000,Sud,CEN,U,13.75490025100,-13.67327807200,9999.00000000000,35.00000000000,WGS84,194,SEN,Senegal,2639,Tambacounda,31100,Tambacounda,92535,Koussanar,,,,Arrondissment,Arrondissement,Unknown,Present,,2.74427183404,0.25941359250
SN201200000171,SN,2012.00000000000,171.00000000000,SG,SG07,Thies,NULL,NULL,7.00000000000,Thies,2.00000000000,Ouest,CEN,R,14.47446203100,-16.58067554800,9999.00000000000,7.00000000000,WGS84,194,SEN,Senegal,2640,Thi�s,31101,Mbour,92540,Thiadiaye,,,,Arrondissment,Arrondissement,Unknown,Present,,1.78826240929,0.06677216253
SN201200000172,SN,2012.00000000000,172.00000000000,SG,SG07,Thies,NULL,NULL,7.00000000000,Thies,2.00000000000,Ouest,CEN,R,14.45722883100,-16.79909552900,9999.00000000000,17.00000000000,WGS84,194,SEN,Senegal,2640,Thi�s,31101,Mbour,92540,Thiadiaye,,,,Arrondissment,Arrondissement,Unknown,Present,,1.78826240929,0.06677216253
SN201200000173,SN,2012.00000000000,173.00000000000,SG,SG07,Thies,NULL,NULL,7.00000000000,Thies,2.00000000000,Ouest,CEN,U,14.45752042400,-17.02063093500,9999.00000000000,12.00000000000,WGS84,194,SEN,Senegal,2640,Thi�s,31101,Mbour,92539,Nguekokh,,,,Arrondissment,Arrondissement,Unknown,Present,,1.46689580371,0.05505668437
SN201200000174,SN,2012.00000000000,174.00000000000,SG,SG07,Thies,NULL,NULL,7.00000000000,Thies,2.00000000000,Ouest,CEN,R,14.34538936000,-16.92566472600,9999.00000000000,3.00000000000,WGS84,194,SEN,Senegal,2640,Thi�s,31101,Mbour,92539,Nguekokh,,,,Arrondissment,Arrondissement,Unknown,Present,,1.46689580371,0.05505668437
SN201200000175,SN,2012.00000000000,175.00000000000,SG,SG07,Thies,NULL,NULL,7.00000000000,Thies,2.00000000000,Ouest,CEN,U,14.41768414600,-16.96550651000,9999.00000000000,9.00000000000,WGS84,194,SEN,Senegal,2640,Thi�s,31101,Mbour,92539,Nguekokh,,,,Arrondissment,Arrondissement,Unknown,Present,,1.46689580371,0.05505668437
SN201200000176,SN,2012.00000000000,176.00000000000,SG,SG07,Thies,NULL,NULL,7.00000000000,Thies,2.00000000000,Ouest,CEN,U,14.42019687500,-16.97082637600,9999.00000000000,18.00000000000,WGS84,194,SEN,Senegal,2640,Thi�s,31101,Mbour,92539,Nguekokh,,,,Arrondissment,Arrondissement,Unknown,Present,,1.46689580371,0.05505668437
SN201200000177,SN,2012.00000000000,177.00000000000,SG,SG07,Thies,NULL,NULL,7.00000000000,Thies,2.00000000000,Ouest,CEN,R,14.73963538900,-17.06789367300,9999.00000000000,43.00000000000,WGS84,194,SEN,Senegal,2640,Thi�s,31102,Thi�s,92542,Pout,,,,Arrondissment,Arrondissement,Unknown,Present,,1.09109007918,0.04126286052
SN201200000178,SN,2012.00000000000,178.00000000000,SG,SG07,Thies,NULL,NULL,7.00000000000,Thies,2.00000000000,Ouest,CEN,R,14.70267843100,-16.67288758800,9999.00000000000,13.00000000000,WGS84,194,SEN,Senegal,2640,Thi�s,31102,Thi�s,92543,Thienaba,,,,Arrondissment,Arrondissement,Unknown,Present,,0.94019717133,0.04353779041
SN201200000179,SN,2012.00000000000,179.00000000000,SG,SG07,Thies,NULL,NULL,7.00000000000,Thies,2.00000000000,Ouest,CEN,R,14.87870719100,-16.67095744900,9999.00000000000,32.00000000000,WGS84,194,SEN,Senegal,2640,Thi�s,31102,Thi�s,92543,Thienaba,,,,Arrondissment,Arrondissement,Unknown,Present,,0.94019717133,0.04353779041
SN201200000180,SN,2012.00000000000,180.00000000000,SG,SG07,Thies,NULL,NULL,7.00000000000,Thies,2.00000000000,Ouest,CEN,U,14.75825114700,-16.68699187600,9999.00000000000,15.00000000000,WGS84,194,SEN,Senegal,2640,Thi�s,31102,Thi�s,92543,Thienaba,,,,Arrondissment,Arrondissement,Unknown,Present,,0.94019717133,0.04353779041
SN201200000181,SN,2012.00000000000,181.00000000000,SG,SG07,Thies,NULL,NULL,7.00000000000,Thies,2.00000000000,Ouest,CEN,U,14.81155337500,-16.93684979200,9999.00000000000,66.00000000000,WGS84,194,SEN,Senegal,2640,Thi�s,31102,Thi�s,92542,Pout,,,,Arrondissment,Arrondissement,Unknown,Present,,1.09109007918,0.04126286052
SN201200000182,SN,2012.00000000000,182.00000000000,SG,SG07,Thies,NULL,NULL,7.00000000000,Thies,2.00000000000,Ouest,CEN,U,14.81969581900,-16.91131189800,9999.00000000000,61.00000000000,WGS84,194,SEN,Senegal,2640,Thi�s,31102,Thi�s,92542,Pout,,,,Arrondissment,Arrondissement,Unknown,Present,,1.09109007918,0.04126286052
SN201200000183,SN,2012.00000000000,183.00000000000,SG,SG07,Thies,NULL,NULL,7.00000000000,Thies,2.00000000000,Ouest,CEN,U,14.77428146600,-16.92241311300,9999.00000000000,76.00000000000,WGS84,194,SEN,Senegal,2640,Thi�s,31102,Thi�s,92542,Pout,,,,Arrondissment,Arrondissement,Unknown,Present,,1.09109007918,0.04126286052
SN201200000184,SN,2012.00000000000,184.00000000000,SG,SG07,Thies,NULL,NULL,7.00000000000,Thies,2.00000000000,Ouest,CEN,R,15.15543833200,-16.61845892200,9999.00000000000,46.00000000000,WGS84,194,SEN,Senegal,2640,Thi�s,31103,Tivaouane,92544,Meouane,,,,Arrondissment,Arrondissement,Unknown,Present,,1.82360235299,0.08948649188
SN201200000185,SN,2012.00000000000,185.00000000000,SG,SG07,Thies,NULL,NULL,7.00000000000,Thies,2.00000000000,Ouest,CEN,R,15.11488333800,-16.41349211600,9999.00000000000,31.00000000000,WGS84,194,SEN,Senegal,2640,Thi�s,31103,Tivaouane,92545,Merina Dakhar,,,,Arrondissment,Arrondissement,Unknown,Present,,1.36583089287,0.05440118899
SN201200000186,SN,2012.00000000000,186.00000000000,SG,SG07,Thies,NULL,NULL,7.00000000000,Thies,2.00000000000,Ouest,CEN,R,14.91766544800,-17.02056355300,9999.00000000000,16.00000000000,WGS84,194,SEN,Senegal,2640,Thi�s,31103,Tivaouane,92547,Pambal,,,,Arrondissment,Arrondissement,Unknown,Present,,1.34066817455,0.06306902837
SN201200000187,SN,2012.00000000000,187.00000000000,SG,SG07,Thies,NULL,NULL,7.00000000000,Thies,2.00000000000,Ouest,CEN,U,14.95152305800,-16.80307872900,9999.00000000000,57.00000000000,WGS84,194,SEN,Senegal,2640,Thi�s,31103,Tivaouane,92547,Pambal,,,,Arrondissment,Arrondissement,Unknown,Present,,1.34066817455,0.06306902837
SN201200000188,SN,2012.00000000000,188.00000000000,SG,SG12,Ziguinchor,NULL,NULL,2.00000000000,Ziguinchor,4.00000000000,Sud,CEN,R,13.12664833300,-16.70189751000,9999.00000000000,18.00000000000,WGS84,194,SEN,Senegal,2641,Ziguinchor,31104,Bignona,92548,Diouloulou,,,,Arrondissment,Arrondissement,Unknown,Present,,6.40629168860,0.14734890201
SN201200000189,SN,2012.00000000000,189.00000000000,SG,SG12,Ziguinchor,NULL,NULL,2.00000000000,Ziguinchor,4.00000000000,Sud,CEN,R,12.94491991900,-16.72826291200,9999.00000000000,12.00000000000,WGS84,194,SEN,Senegal,2641,Ziguinchor,31104,Bignona,92548,Diouloulou,,,,Arrondissment,Arrondissement,Unknown,Present,,6.40629168860,0.14734890201
SN201200000190,SN,2012.00000000000,190.00000000000,SG,SG12,Ziguinchor,NULL,NULL,2.00000000000,Ziguinchor,4.00000000000,Sud,CEN,R,12.76939087700,-16.36347418500,9999.00000000000,22.00000000000,WGS84,194,SEN,Senegal,2641,Ziguinchor,31104,Bignona,92550,Tendouck,,,,Arrondissment,Arrondissement,Unknown,Present,,3.87762643924,0.07054176613
SN201200000191,SN,2012.00000000000,191.00000000000,SG,SG12,Ziguinchor,NULL,NULL,2.00000000000,Ziguinchor,4.00000000000,Sud,CEN,R,12.82883885000,-16.57240953200,9999.00000000000,18.00000000000,WGS84,194,SEN,Senegal,2641,Ziguinchor,31104,Bignona,92550,Tendouck,,,,Arrondissment,Arrondissement,Unknown,Present,,3.87762643924,0.07054176613
SN201200000192,SN,2012.00000000000,192.00000000000,SG,SG12,Ziguinchor,NULL,NULL,2.00000000000,Ziguinchor,4.00000000000,Sud,CEN,R,12.87746052000,-16.13678607400,9999.00000000000,27.00000000000,WGS84,194,SEN,Senegal,2641,Ziguinchor,31104,Bignona,92551,Tenghori,,,,Arrondissment,Arrondissement,Unknown,Present,,1.42140749719,0.08745588352
SN201200000193,SN,2012.00000000000,193.00000000000,SG,SG12,Ziguinchor,NULL,NULL,2.00000000000,Ziguinchor,4.00000000000,Sud,CEN,U,12.80080845700,-16.22661081400,9999.00000000000,24.00000000000,WGS84,194,SEN,Senegal,2641,Ziguinchor,31104,Bignona,92551,Tenghori,,,,Arrondissment,Arrondissement,Unknown,Present,,1.42140749719,0.08745588352
SN201200000194,SN,2012.00000000000,194.00000000000,SG,SG12,Ziguinchor,NULL,NULL,2.00000000000,Ziguinchor,4.00000000000,Sud,CEN,R,12.50285702700,-16.66286843700,9999.00000000000,0.00000000000,WGS84,194,SEN,Senegal,2641,Ziguinchor,31105,Oussouye,92553,Loudia Ouolof,,,,Arrondissment,Arrondissement,Unknown,Present,,0.97438085288,0.03388391444
SN201200000195,SN,2012.00000000000,195.00000000000,SG,SG12,Ziguinchor,NULL,NULL,2.00000000000,Ziguinchor,4.00000000000,Sud,GAZ,R,12.61894639200,-15.98368000000,9999.00000000000,15.00000000000,WGS84,194,SEN,Senegal,2641,Ziguinchor,31106,Ziguinchor,92554,Niaguis,,,,Arrondissment,Arrondissement,Unknown,Present,,1.21972721474,0.06273588113
SN201200000196,SN,2012.00000000000,196.00000000000,SG,SG12,Ziguinchor,NULL,NULL,2.00000000000,Ziguinchor,4.00000000000,Sud,CEN,U,12.56765787700,-16.25816937100,9999.00000000000,10.00000000000,WGS84,194,SEN,Senegal,2641,Ziguinchor,31106,Ziguinchor,92554,Niaguis,,,,Arrondissment,Arrondissement,Unknown,Present,,1.21972721474,0.06273588113
SN201200000197,SN,2012.00000000000,197.00000000000,SG,SG12,Ziguinchor,NULL,NULL,2.00000000000,Ziguinchor,4.00000000000,Sud,CEN,U,12.56451814200,-16.26224944900,9999.00000000000,17.00000000000,WGS84,194,SEN,Senegal,2641,Ziguinchor,31106,Ziguinchor,92554,Niaguis,,,,Arrondissment,Arrondissement,Unknown,Present,,1.21972721474,0.06273588113
SN201200000198,SN,2012.00000000000,198.00000000000,SG,SG12,Ziguinchor,NULL,NULL,2.00000000000,Ziguinchor,4.00000000000,Sud,CEN,U,12.58041970300,-16.28924877100,9999.00000000000,11.00000000000,WGS84,194,SEN,Senegal,2641,Ziguinchor,31106,Ziguinchor,92554,Niaguis,,,,Arrondissment,Arrondissement,Unknown,Present,,1.21972721474,0.06273588113
SN201200000199,SN,2012.00000000000,199.00000000000,SG,SG12,Ziguinchor,NULL,NULL,2.00000000000,Ziguinchor,4.00000000000,Sud,CEN,U,12.55426440800,-16.29133424500,9999.00000000000,11.00000000000,WGS84,194,SEN,Senegal,2641,Ziguinchor,31106,Ziguinchor,92554,Niaguis,,,,Arrondissment,Arrondissement,Unknown,Present,,1.21972721474,0.06273588113
SN201200000200,SN,2012.00000000000,200.00000000000,SG,SG12,Ziguinchor,NULL,NULL,2.00000000000,Ziguinchor,4.00000000000,Sud,CEN,U,12.56958336200,-16.26592184400,9999.00000000000,19.00000000000,WGS84,194,SEN,Senegal,2641,Ziguinchor,31106,Ziguinchor,92554,Niaguis,,,,Arrondissment,Arrondissement,Unknown,Present,,1.21972721474,0.06273588113
